year,Country,NUM_OF_VISITORS
2018,United States,700
2018,Overseas,
2018,Canada,200
2018,Overseas,200
2018,United States,200
2018,Canada,2800
2018,United States,500
2018,Canada,200
2018,Canada,3400
2018,United States,
2018,United States,
2018,Overseas,900
2018,United States,
2018,United States,
2018,Overseas,2600
2018,United States,200
2018,United States,
2018,United States,100
2018,Overseas,700
2018,Canada,2200
2018,United States,700
2018,United States,400
2018,Canada,19900
2018,United States,300
2018,Canada,10900
2018,Overseas,
2018,United States,300
2018,Canada,8400
2018,United States,
2018,Overseas,800
2018,United States,
2018,United States,
2018,Overseas,400
2018,Overseas,300
2018,United States,900
2018,United States,200
2018,United States,
2018,United States,100
2018,Canada,2600
2018,United States,1100
2018,Overseas,1000
2018,United States,400
2018,Canada,3200
2018,United States,200
2018,Canada,400
2018,Canada,14800
2018,Overseas,
2018,United States,
2018,United States,500
2018,United States,500
2018,United States,
2018,Overseas,
2018,Canada,5500
2018,United States,500
2018,Canada,10200
2018,Overseas,500
2018,United States,
2018,United States,800
2018,Canada,5300
2018,United States,
2018,Canada,73600
2018,United States,100
2018,Canada,72900
2018,Canada,9800
2018,United States,200
2018,United States,700
2018,Overseas,300
2018,United States,400
2018,United States,
2018,United States,
2018,United States,
2018,United States,
2018,Canada,1900
2018,Canada,200
2018,United States,300
2018,United States,300
2018,United States,1400
2018,United States,
2018,United States,800
2018,United States,400
2018,United States,200
2018,Canada,27700
2018,Canada,92300
2018,United States,1100
2018,United States,2600
2018,United States,5800
2018,Canada,17800
2018,Canada,7900
2018,United States,900
2018,Canada,3300
2018,Canada,3600
2018,United States,300
2018,Overseas,1100
2018,Canada,26200
2018,United States,1300
2018,United States,900
2018,Overseas,4900
2018,Canada,4500
2018,Overseas,1100
2018,United States,
2018,United States,1200
2018,Canada,16500
2018,United States,200
2018,Canada,8800
2018,United States,700
2018,United States,700
2018,United States,
2018,United States,700
2018,United States,3000
2018,United States,1000
2018,United States,300
2018,United States,1800
2018,Canada,21900
2018,United States,200
2018,United States,500
2018,Overseas,1900
2018,Canada,9200
2018,United States,2800
2018,Canada,4300
2018,United States,1600
2018,United States,200
2018,Overseas,
2018,United States,400
2018,United States,700
2018,Overseas,2000
2018,United States,1800
2018,United States,500
2018,Overseas,2300
2018,United States,1500
2018,United States,500
2018,Canada,92500
2018,United States,500
2018,United States,200
2018,Overseas,
2018,Overseas,2100
2018,United States,2000
2018,Overseas,2800
2018,United States,
2018,Canada,1300
2018,United States,400
2018,Canada,11400
2018,United States,2700
2018,United States,1600
2018,United States,1100
2018,United States,300
2018,United States,2600
2018,United States,1400
2018,Canada,9000
2018,Overseas,3800
2018,Overseas,5600
2018,United States,2700
2018,Canada,20800
2018,Overseas,7700
2018,United States,5700
2018,Canada,23200
2018,Canada,134800
2018,Canada,3000
2018,United States,2300
2018,United States,1400
2018,United States,4200
2018,United States,5500
2018,United States,300
2018,United States,1900
2018,United States,11100
2018,Canada,7700
2018,United States,700
2018,United States,700
2018,United States,2600
2018,United States,2600
2018,Overseas,
2018,United States,1000
2018,Overseas,3600
2018,Canada,77700
2018,United States,1000
2018,United States,200
2018,Canada,41500
2018,United States,1300
2018,United States,1200
2018,Canada,6800
2018,Canada,8400
2018,United States,700
2018,United States,1300
2018,United States,3700
2018,United States,800
2018,United States,1100
2018,Overseas,3600
2018,United States,300
2018,Canada,38100
2018,Overseas,5100
2018,Overseas,
2018,United States,6700
2018,United States,7900
2018,Overseas,7400
2018,United States,3500
2018,United States,3900
2018,Overseas,3300
2018,United States,900
2018,United States,700
2018,United States,2300
2018,Canada,140100
2018,Canada,53300
2018,United States,2800
2018,United States,3000
2018,United States,800
2018,United States,11900
2018,United States,2600
2018,Canada,4300
2018,Canada,23800
2018,Canada,6600
2018,Canada,3500
2018,Canada,34700
2018,Canada,25700
2018,United States,2100
2018,United States,2400
2018,United States,1900
2018,United States,1300
2018,United States,4900
2018,United States,500
2018,United States,1900
2018,United States,1200
2018,United States,3400
2018,Overseas,6600
2018,Overseas,2400
2018,Overseas,2700
2018,Overseas,4400
2018,Canada,90500
2018,Canada,7100
2018,Canada,28400
2018,Canada,5500
2018,United States,1600
2018,United States,6000
2018,United States,3400
2018,United States,2200
2018,United States,600
2018,United States,2500
2018,United States,400
2018,United States,500
2018,United States,1100
2018,United States,1100
2018,Overseas,
2018,Canada,8900
2018,Canada,3100
2018,Canada,30900
2018,Canada,15100
2018,United States,1400
2018,United States,1300
2018,United States,1100
2018,United States,300
2018,United States,2700
2018,United States,700
2018,United States,700
2018,United States,400
2018,United States,2100
2018,Overseas,2600
2018,Overseas,1400
2018,Overseas,4000
2018,Overseas,4900
2018,Canada,86100
2018,Canada,5000
2018,Canada,17000
2018,Canada,2400
2018,United States,1000
2018,United States,2500
2018,United States,1200
2018,United States,900
2018,United States,400
2018,United States,600
2018,United States,
2018,United States,200
2018,United States,300
2018,United States,300
2018,Overseas,
2018,Canada,7700
2018,Canada,2900
2018,Canada,17500
2018,Canada,6400
2018,United States,1000
2018,United States,700
2018,United States,300
2018,United States,200
2018,United States,900
2018,United States,
2018,United States,200
2018,United States,100
2018,United States,200
2018,Overseas,900
2018,Overseas,500
2018,Overseas,1100
2018,Overseas,1400
2018,Canada,79300
2018,Canada,2200
2018,Canada,8700
2018,Canada,500
2018,United States,300
2018,United States,900
2018,United States,400
2018,United States,100
2018,United States,
2018,United States,100
2018,United States,
2018,United States,
2018,United States,
2018,United States,
2018,Overseas,
2018,Canada,6300
2018,Canada,3100
2018,Canada,21400
2018,Canada,4700
2018,United States,400
2018,United States,800
2018,United States,300
2018,United States,
2018,United States,800
2018,United States,200
2018,United States,200
2018,United States,300
2018,United States,400
2018,Overseas,400
2018,Overseas,
2018,Overseas,700
2018,Overseas,1100
2018,Canada,75300
2018,Canada,1700
2018,Canada,6600
2018,Canada,400
2018,United States,200
2018,United States,1000
2018,United States,300
2018,United States,
2018,United States,
2018,United States,100
2018,United States,
2018,United States,
2018,United States,
2018,United States,
2018,Overseas,
2019,Canada,6200
2019,Canada,1600
2019,Canada,16000
2019,Canada,5700
2019,United States,700
2019,United States,300
2019,United States,400
2019,United States,
2019,United States,800
2019,United States,
2019,United States,
2019,United States,300
2019,United States,600
2019,Overseas,900
2019,Overseas,
2019,Overseas,200
2019,Overseas,3100
2019,Canada,61400
2019,Canada,1300
2019,Canada,3700
2019,Canada,200
2019,United States,100
2019,United States,400
2019,United States,100
2019,United States,
2019,United States,
2019,United States,
2019,United States,
2019,United States,
2019,United States,
2019,United States,
2019,Overseas,
2019,Canada,6500
2019,Canada,1900
2019,Canada,12200
2019,Canada,4000
2019,United States,400
2019,United States,500
2019,United States,300
2019,United States,
2019,United States,600
2019,United States,
2019,United States,200
2019,United States,100
2019,United States,200
2019,Overseas,600
2019,Overseas,300
2019,Overseas,500
2019,Overseas,900
2019,Canada,64700
2019,Canada,1300
2019,Canada,3700
2019,Canada,200
2019,United States,200
2019,United States,600
2019,United States,200
2019,United States,
2019,United States,
2019,United States,
2019,United States,
2019,United States,
2019,United States,
2019,United States,
2019,Overseas,
2019,Canada,6600
2019,Canada,2300
2019,Canada,13800
2019,Canada,5900
2019,United States,800
2019,United States,500
2019,United States,300
2019,United States,
2019,United States,600
2019,United States,100
2019,United States,
2019,United States,200
2019,United States,200
2019,Overseas,300
2019,Overseas,200
2019,Overseas,500
2019,Overseas,700
2019,Canada,83000
2019,Canada,1900
2019,Canada,5000
2019,Canada,300
2019,United States,200
2019,United States,900
2019,United States,300
2019,United States,
2019,United States,
2019,United States,
2019,United States,
2019,United States,
2019,United States,
2019,United States,
2019,Overseas,
2019,Canada,6900
2019,Canada,2800
2019,Canada,15000
2019,Canada,6200
2019,United States,1200
2019,United States,700
2019,United States,300
2019,United States,200
2019,United States,700
2019,United States,200
2019,United States,100
2019,United States,200
2019,United States,300
2019,Overseas,800
2019,Overseas,200
2019,Overseas,1200
2019,Overseas,1500
2019,Canada,76100
2019,Canada,2400
2019,Canada,7400
2019,Canada,400
2019,United States,300
2019,United States,1000
2019,United States,300
2019,United States,100
2019,United States,
2019,United States,100
2019,United States,
2019,United States,
2019,United States,
2019,United States,
2019,Overseas,
2019,Canada,6700
2019,Canada,2300
2019,Canada,20100
2019,Canada,9900
2019,United States,1000
2019,United States,600
2019,United States,600
2019,United States,200
2019,United States,1200
2019,United States,
2019,United States,400
2019,United States,300
2019,United States,600
2019,Overseas,1000
2019,Overseas,700
2019,Overseas,800
2019,Overseas,1500
2019,Canada,87100
2019,Canada,4700
2019,Canada,15300
2019,Canada,2800
2019,United States,1000
2019,United States,1700
2019,United States,800
2019,United States,300
2019,United States,200
2019,United States,700
2019,United States,
2019,United States,200
2019,United States,
2019,United States,200
2019,Overseas,
2019,Canada,6900
2019,Canada,3100
2019,Canada,31600
2019,Canada,18800
2019,United States,1700
2019,United States,2100
2019,United States,1900
2019,United States,600
2019,United States,3800
2019,United States,400
2019,United States,1300
2019,United States,1200
2019,United States,1500
2019,Overseas,3300
2019,Overseas,900
2019,Overseas,1200
2019,Overseas,2300
2019,Canada,89600
2019,Canada,7200
2019,Canada,29000
2019,Canada,4800
2019,United States,1700
2019,United States,4600
2019,United States,2400
2019,United States,1800
2019,United States,500
2019,United States,2400
2019,United States,300
2019,United States,500
2019,United States,500
2019,United States,500
2019,Overseas,
2019,Canada,9000
2019,Canada,2400
2019,Canada,38200
2019,Canada,22100
2019,United States,2300
2019,United States,3200
2019,United States,1800
2019,United States,1600
2019,United States,4200
2019,United States,1300
2019,United States,2100
2019,United States,1100
2019,United States,2000
2019,Overseas,5700
2019,Overseas,2500
2019,Overseas,3200
2019,Overseas,3000
2019,Canada,132700
2019,Canada,22800
2019,Canada,78600
2019,Canada,10100
2019,United States,3000
2019,United States,10500
2019,United States,5300
2019,United States,2900
2019,United States,900
2019,United States,4800
2019,United States,600
2019,United States,1100
2019,United States,1100
2019,United States,1300
2019,Overseas,
2019,Canada,7600
2019,Canada,3400
2019,Canada,42900
2019,Canada,31100
2019,United States,2700
2019,United States,4400
2019,United States,2200
2019,United States,1600
2019,United States,5700
2019,United States,1000
2019,United States,2500
2019,United States,1800
2019,United States,4600
2019,Overseas,6800
2019,Overseas,2100
2019,Overseas,4400
2019,Overseas,4000
2019,Canada,136600
2019,Canada,24100
2019,Canada,84200
2019,Canada,9100
2019,United States,3100
2019,United States,10900
2019,United States,6600
2019,United States,2500
2019,United States,600
2019,United States,4200
2019,United States,400
2019,United States,800
2019,United States,1100
2019,United States,1100
2019,Overseas,
2019,Canada,6800
2019,Canada,3000
2019,Canada,39700
2019,Canada,17200
2019,United States,1900
2019,United States,2300
2019,United States,2900
2019,United States,1100
2019,United States,4200
2019,United States,700
2019,United States,1200
2019,United States,1300
2019,United States,2300
2019,Overseas,4800
2019,Overseas,3000
2019,Overseas,2300
2019,Overseas,2800
2019,Canada,71800
2019,Canada,6300
2019,Canada,26400
2019,Canada,5200
2019,United States,1400
2019,United States,4500
2019,United States,2800
2019,United States,2000
2019,United States,500
2019,United States,2200
2019,United States,400
2019,United States,400
2019,United States,1000
2019,United States,1000
2019,Overseas,
2019,Canada,9000
2019,Canada,3600
2019,Canada,29800
2019,Canada,14600
2019,United States,1000
2019,United States,1900
2019,United States,1500
2019,United States,500
2019,United States,1900
2019,United States,800
2019,United States,500
2019,United States,800
2019,United States,2200
2019,Overseas,3200
2019,Overseas,3600
2019,Overseas,2100
2019,Overseas,3500
2019,Canada,80300
2019,Canada,4100
2019,Canada,17600
2019,Canada,3100
2019,United States,1300
2019,United States,2700
2019,United States,1400
2019,United States,1000
2019,United States,300
2019,United States,900
2019,United States,
2019,United States,200
2019,United States,300
2019,United States,400
2019,Overseas,
